customer_id,first_name,last_name,email,rental_count,total_amount_spent
69,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,25,96.75
70,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,18,80.82
71,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,30,129.70
72,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,30,99.70
73,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,24,97.76
74,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,27,103.73
75,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,41,155.59
76,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,23,77.77
77,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,28,100.72
78,LORI,WOOD,LORI.WOOD@sakilacustomer.org,31,141.69
79,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,22,84.78
80,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,30,137.70
81,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,22,93.78
82,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,26,130.74
83,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,25,101.75
84,SARA,PERRY,SARA.PERRY@sakilacustomer.org,33,141.67
85,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,23,87.77
86,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,33,148.67
87,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,30,145.70
88,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,21,87.79
89,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,32,134.68
90,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,28,110.72
91,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,35,113.65
92,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,28,133.72
93,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,23,91.77
94,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,21,79.79
95,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,18,77.82
96,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,27,105.73
97,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,18,58.82
98,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,25,106.75
99,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,24,91.76
100,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,24,102.76
101,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,24,96.76
102,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,33,137.67
103,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,31,146.69
104,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,24,92.76
105,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,26,120.74
106,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,23,100.77
107,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,30,126.70
108,TRACY,COLE,TRACY.COLE@sakilacustomer.org,30,132.70
109,EDNA,WEST,EDNA.WEST@sakilacustomer.org,26,107.74
110,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,14,59.86
111,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,26,97.74
112,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,30,133.70
113,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,29,113.71
114,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,33,139.67
115,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,30,91.70
116,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,27,111.73
117,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,19,71.81
118,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,21,82.79
119,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,34,153.66
120,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,32,143.68
121,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,26,109.74
122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,32,126.68
123,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,24,100.76
124,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,18,73.82
125,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,32,135.68
126,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,28,117.72
127,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,24,107.76
128,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,32,127.68
129,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,34,124.66
130,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,24,93.76
131,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,30,128.70
132,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,28,95.72
133,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,27,98.73
134,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,23,94.77
135,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,30,110.70
136,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,15,62.85
137,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,39,194.61
138,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,34,110.66
139,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,27,113.73
140,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,18,83.82
141,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,32,130.68
142,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,26,94.74
143,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,22,89.78
144,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,42,195.58
145,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,28,108.72
146,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,29,139.71
147,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,34,127.66
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,46,216.54
149,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,26,121.74
150,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,25,105.75
151,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,27,92.73
152,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,21,83.79
153,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,24,94.76
154,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,30,130.70
155,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,25,109.75
156,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,25,101.75
157,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,31,113.69
158,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,32,126.68
159,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,21,68.79
160,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,27,106.73
161,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,30,112.70
162,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,20,71.80
163,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,29,122.71
164,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,16,66.84
165,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,21,86.79
166,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,28,123.72
167,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,32,119.68
168,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,34,135.66
169,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,22,95.78
170,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,26,119.74
171,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,26,114.74
172,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,33,145.67
173,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,29,119.71
174,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,21,92.79
175,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,24,98.76
176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,37,173.63
177,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,23,71.77
178,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,39,194.61
179,DANA,HART,DANA.HART@sakilacustomer.org,29,133.71
180,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,23,98.77
181,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,34,174.66
182,RENEE,LANE,RENEE.LANE@sakilacustomer.org,26,97.74
183,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,23,76.77
184,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,23,90.77
185,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,23,84.77
186,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,31,114.69
187,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,28,159.72
188,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,25,92.75
189,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,22,93.78
190,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,27,110.73
191,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,20,74.80
192,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,23,99.77
193,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,25,109.75
194,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,18,87.82
195,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,19,86.81
196,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,35,151.65
197,SUE,PETERS,SUE.PETERS@sakilacustomer.org,40,154.60
198,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,37,141.63
199,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,25,103.75
200,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,27,136.73
201,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,25,108.75
202,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,26,103.74
203,TARA,RYAN,TARA.RYAN@sakilacustomer.org,20,88.80
204,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,35,147.65
205,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,18,80.82
206,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,27,126.73
207,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,34,137.66
208,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,26,91.74
209,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,32,161.68
210,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,31,137.69
211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,34,151.66
212,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,20,91.80
213,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,28,111.72
214,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,31,116.69
215,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,26,91.74
216,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,23,95.77
217,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,23,98.77
218,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,18,67.82
219,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,26,101.74
220,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,27,114.73
221,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,28,132.72
222,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,21,91.79
223,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,17,80.83
224,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,22,76.78
225,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,26,120.74
226,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,21,87.79
227,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,24,87.76
228,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,27,92.73
229,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,25,93.75
230,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,33,124.67
231,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,26,110.74
232,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,25,95.75
233,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,23,89.77
234,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,26,111.74
235,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,25,93.75
236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,42,175.58
237,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,33,144.67
238,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,21,94.79
239,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,34,142.66
240,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,26,117.74
241,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,34,122.66
242,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,32,140.68
243,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,24,82.76
244,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,32,129.68
245,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,32,132.68
246,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,23,107.77
247,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,22,104.78
248,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,15,50.85
249,DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,23,107.77
250,JO,FOWLER,JO.FOWLER@sakilacustomer.org,20,73.80
251,VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,31,120.69
252,MATTIE,HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,22,64.78
253,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,29,127.71
254,MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,32,116.68
255,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,18,70.82
256,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,30,112.70
257,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,37,151.63
258,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,24,110.76
259,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,32,168.68
260,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,31,122.69
261,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,26,107.74
262,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,28,119.72
263,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,29,122.71
264,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,25,98.75
265,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,29,133.71
266,NORA,HERRERA,NORA.HERRERA@sakilacustomer.org,28,118.72
267,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,36,159.64
268,NINA,SOTO,NINA.SOTO@sakilacustomer.org,29,123.71
269,CASSANDRA,WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,30,129.70
270,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,25,104.75
271,PENNY,NEAL,PENNY.NEAL@sakilacustomer.org,18,68.82
272,KAY,CALDWELL,KAY.CALDWELL@sakilacustomer.org,20,98.80
273,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,35,157.65
274,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,35,152.65
275,CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,30,108.70
276,BRANDY,GRAVES,BRANDY.GRAVES@sakilacustomer.org,28,122.72
277,OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,32,144.68
278,BILLIE,HORTON,BILLIE.HORTON@sakilacustomer.org,26,88.74
279,DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,31,135.69
280,TRACEY,BARRETT,TRACEY.BARRETT@sakilacustomer.org,27,118.73
281,LEONA,OBRIEN,LEONA.OBRIEN@sakilacustomer.org,14,50.86
282,JENNY,CASTRO,JENNY.CASTRO@sakilacustomer.org,27,103.73
283,FELICIA,SUTTON,FELICIA.SUTTON@sakilacustomer.org,28,86.72
284,SONIA,GREGORY,SONIA.GREGORY@sakilacustomer.org,28,126.72
285,MIRIAM,MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,26,135.74
286,VELMA,LUCAS,VELMA.LUCAS@sakilacustomer.org,27,117.73
287,BECKY,MILES,BECKY.MILES@sakilacustomer.org,29,115.71
288,BOBBIE,CRAIG,BOBBIE.CRAIG@sakilacustomer.org,24,80.76
289,VIOLET,RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,30,142.70
290,KRISTINA,CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,28,109.72
291,TONI,HOLT,TONI.HOLT@sakilacustomer.org,23,95.77
292,MISTY,LAMBERT,MISTY.LAMBERT@sakilacustomer.org,27,118.73
293,MAE,FLETCHER,MAE.FLETCHER@sakilacustomer.org,31,158.69
294,SHELLY,WATTS,SHELLY.WATTS@sakilacustomer.org,26,113.74
295,DAISY,BATES,DAISY.BATES@sakilacustomer.org,38,162.62
296,RAMONA,HALE,RAMONA.HALE@sakilacustomer.org,30,129.70
297,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,33,128.67
298,ERIKA,PENA,ERIKA.PENA@sakilacustomer.org,26,101.74
299,JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,30,131.70
300,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,31,137.69
301,ROBERT,BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,21,92.79
302,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,29,127.71
303,WILLIAM,SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,26,100.74
304,DAVID,ROYAL,DAVID.ROYAL@sakilacustomer.org,26,115.74
305,RICHARD,MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,25,109.75
306,CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,32,138.68
307,JOSEPH,JOY,JOSEPH.JOY@sakilacustomer.org,30,134.70
308,THOMAS,GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,25,105.75
309,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,31,147.69
310,DANIEL,CABRAL,DANIEL.CABRAL@sakilacustomer.org,20,97.80
311,PAUL,TROUT,PAUL.TROUT@sakilacustomer.org,23,120.77
312,MARK,RINEHART,MARK.RINEHART@sakilacustomer.org,26,104.74
313,DONALD,MAHON,DONALD.MAHON@sakilacustomer.org,23,89.77
314,GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,33,131.67
315,KENNETH,GOODEN,KENNETH.GOODEN@sakilacustomer.org,17,84.83
316,STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,29,132.71
317,EDWARD,BAUGH,EDWARD.BAUGH@sakilacustomer.org,28,114.72
318,BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,12,52.88
319,RONALD,WEINER,RONALD.WEINER@sakilacustomer.org,30,132.70
320,ANTHONY,SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,20,71.80
321,KEVIN,SCHULER,KEVIN.SCHULER@sakilacustomer.org,22,116.78
322,JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,28,128.72
323,MATTHEW,MAHAN,MATTHEW.MAHAN@sakilacustomer.org,31,114.69
324,GARY,COY,GARY.COY@sakilacustomer.org,25,103.75
325,TIMOTHY,BUNN,TIMOTHY.BUNN@sakilacustomer.org,22,91.78
326,JOSE,ANDREW,JOSE.ANDREW@sakilacustomer.org,25,96.75
327,LARRY,THRASHER,LARRY.THRASHER@sakilacustomer.org,26,112.74
328,JEFFREY,SPEAR,JEFFREY.SPEAR@sakilacustomer.org,23,90.77
329,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,32,127.68
330,SCOTT,SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,25,94.75
331,ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,27,122.73
332,STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,28,118.72
333,ANDREW,PURDY,ANDREW.PURDY@sakilacustomer.org,27,109.73
334,RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,30,135.70
335,GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,23,78.77
